"OriginalProjectPath","RelativePath","Length","CreationTimeUtc","LastWriteTimeUtc","LastAccessTimeUtc","Attributes","Sha256","ArchiveAction","ArchiveReason","ArchiveRelativePath","ModuleAction","ModuleReason","ModuleRelativePath"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\memallocator.obj","10941","2021-03-15T17:17:03.6675315Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.7974244Z","533536","8050c5b86bcad1738d77e8db02a0e21f13b242621e1e19fc0f6089cfede171b6","manifest-only","generated-file:.obj","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.log","741","2021-03-15T17:17:03.6665341Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.7984245Z","533536","cfedcc84ceda329e6726051a06e413d87e07765bf59413569205892cb1b769f8","manifest-only","generated-file:.log","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\CL.command.1.tlog","1682","2021-03-15T17:17:03.6854838Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8004266Z","533536","1fa4cbcce3dd32639dac32d8e14f8381a55237035d901cfeb097be4e7a779d3a","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\CL.read.1.tlog","5976","2021-03-15T17:17:03.6834890Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8014248Z","533536","5da2021038e682ade7aea8e50b89d1fbdce8acf0cc9b39a4a73258671cbcaf3b","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\CL.write.1.tlog","2958","2021-03-15T17:17:03.6874773Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8024250Z","533536","f65f3d0af6711eeab0c3e04357d0dd46d245927c4806944e1772b39f1605e6c8","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\link.command.1.tlog","1774","2021-03-15T17:17:03.6794991Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8044249Z","533536","f38795838b5b055cf1bc13e346af0f129058d131d992c32f84a09297a70765ef","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\link.read.1.tlog","3350","2021-03-15T17:17:03.6775034Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8054251Z","533536","82be1c4dc3f9862bea24540e1d4fb8462eff364ffa19af3d0db9b65cac90a64a","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\link.write.1.tlog","1038","2021-03-15T17:17:03.6755096Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8074242Z","533536","a56c3e9ed006aa2bbbf543393d2cb725ebb66e229caa05fdf2d6cdd6d590c1be","manifest-only","generated-file:.tlog","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\MemoryManagerRC.tlog\MemoryManagerRC.lastbuildstate","248","2021-03-15T17:17:03.6814936Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8084241Z","533536","17830862e3083d0e70e9e753c3274ce39b04430f9b96066cfb4adeb1debe9792","manifest-only","generated-file:.lastbuildstate","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\vc140.idb","52224","2021-03-15T17:17:03.6645390Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8094239Z","533536","51e33ade17c3baf2fa9a85b9685c617343f2dea1f70e22f027531edb2be15b00","manifest-only","generated-file:.idb","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\vc140.pdb","86016","2021-03-15T17:17:03.6625442Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.8114253Z","533536","15faec6a72d8bc3bd484a1f00dbb4a95d40bcd40470ce7cd4f815688fc7460e1","manifest-only","generated-file:.pdb","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\main.c","288","2021-03-15T17:17:03.6555636Z","2016-12-19T23:31:53.0000000Z","2026-07-14T07:12:52.8134273Z","533536","58a78a7ead4d3e0d4e856ff39ef2b1661dac2437bbad2d3cdecf42fe727cbcb9","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\main.c","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\main.c"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.c","3109","2021-03-15T17:17:03.6575574Z","2016-12-19T23:46:54.0000000Z","2026-07-14T07:12:52.8224259Z","533536","281598b64e4147d1067b883a582a533bd1dea8fd299bae78b92f44be05996b2b","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.c","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.c"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.h","1237","2021-03-15T17:17:03.6535688Z","2016-12-19T21:31:30.0000000Z","2026-07-14T07:12:52.8314269Z","533536","0db981efb3b5695173300e93595b9dc6669f85ec9a2bd4dcb41e1c2fc1d3fa72","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.h","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\memallocator.h"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj","7502","2021-03-15T17:17:03.6505761Z","2016-12-19T21:39:07.0000000Z","2026-07-14T07:12:52.8404247Z","533536","7cf9cfeea860a073c77885ad7db02f237b9683576e8d09624f6fb1355f77f071","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj.filters","1319","2021-03-15T17:17:03.6515741Z","2016-12-19T21:39:07.0000000Z","2026-07-14T07:12:52.8494258Z","533536","371f02c159af51571a9c5742cc0e9ddb7774c576c201c7df997a365d15f8ee79","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj.filters","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\MemoryManagerRC.vcxproj.filters"
